houseid,mileage,census_d,census_r,drvrcnt,hhloc,hhsize,hh_0to4,hh_race,msasize,numadult,popdnsty,ref_age,ref_educ,ref_sex,wrkrcnt,hh_5to21,income,ntrip,pur_recr,pur_shop,pur_work,auttrcnt,pur_hbot,pur_nhb,no_trans,urban
13806,61,8,4,2,1,2,0,1,4,2,6,32,3,1,2,0,35789,7,0,2,4,3,0,1,0,1
13818,150,8,4,1,2,3,0,1,3,2,6,39,2,0,2,1,17500,11,0,4,4,4,2,1,0,1
13829,8,8,4,1,3,3,1,1,94,2,1,22,2,1,1,0,35789,4,0,0,2,1,0,2,1,0
13830,0,8,4,1,2,1,0,1,4,1,1,88,1,1,0,0,7500,0,0,0,0,0,0,0,0,0
13847,8,8,4,3,3,3,0,1,94,2,1,65,2,1,1,1,42500,4,0,2,0,2,2,0,1,0
13861,20,8,4,1,3,2,0,1,94,2,2,18,2,1,1,0,35789,8,0,0,2,2,2,4,0,0
13867,8,8,4,1,1,1,0,1,3,1,8,29,3,1,1,0,32500,8,0,2,2,1,2,2,0,1
13872,74,8,4,2,1,6,0,1,4,2,9,43,3,0,1,4,35789,26,2,2,2,2,20,0,0,1
13878,153,8,4,2,1,6,1,1,4,2,10,29,2,1,1,3,27500,28,0,4,2,2,10,12,0,1
13883,61,8,4,2,1,2,0,1,4,2,9,49,1,0,2,0,35789,7,0,1,2,2,1,3,0,1
13894,198,8,4,2,1,4,0,1,4,2,2,43,3,0,2,2,100000,12,2,0,4,2,6,0,1,1
13899,47,8,4,2,1,3,0,1,4,3,2,50,1,0,2,0,57500,13,0,1,0,3,7,5,0,1
13916,7,8,4,1,2,1,0,1,4,1,6,69,1,1,0,0,17500,2,2,0,0,1,0,0,1,1
13917,14,8,4,1,2,1,0,1,4,1,6,40,2,0,1,0,27500,8,0,2,0,1,4,2,0,1
13921,45,8,4,1,2,1,0,1,4,1,9,21,2,1,0,0,7500,1,0,0,0,1,1,0,0,1
13936,16,8,4,1,1,2,0,1,4,2,10,66,2,1,0,0,32500,7,2,2,0,2,2,1,0,1
13950,20,8,4,2,1,2,0,1,4,2,9,63,2,1,1,0,47500,2,0,0,2,2,0,0,0,1
13974,28,8,4,3,1,6,1,3,4,3,5,32,1,1,2,2,42500,16,2,0,4,3,10,0,0,1
13984,18,8,4,2,1,4,0,1,4,2,4,28,2,1,2,2,42500,6,0,0,2,3,4,0,0,1
14011,22,1,1,1,3,2,0,1,94,1,3,38,1,0,1,1,12500,4,0,0,2,1,2,0,1,0
14029,4,1,1,1,3,1,0,1,94,1,1,48,1,0,1,0,22500,4,0,2,2,1,0,0,1,0
14035,20,1,1,1,1,2,0,1,1,2,5,48,2,0,0,0,52500,8,2,4,0,2,2,0,0,1
14038,52,1,1,1,2,3,0,1,5,1,3,43,2,0,1,2,27500,15,4,0,2,1,4,5,1,0
14044,102,1,1,2,3,5,1,1,94,2,1,36,2,0,1,2,52500,20,4,0,0,2,10,6,1,0
14049,44,1,1,2,2,3,1,1,5,2,3,24,1,1,2,0,22500,14,0,4,4,1,2,4,1,0
14078,2,4,2,1,3,1,0,1,94,1,1,47,1,0,1,0,7500,3,0,0,1,1,1,1,1,0
14090,34,6,3,2,3,3,0,1,94,2,2,26,2,1,2,1,47500,14,1,1,2,4,2,8,1,0
14098,0,6,3,1,2,3,1,1,4,2,9,27,3,1,0,0,27500,0,0,0,0,2,0,0,0,1
14117,27,6,3,2,1,2,0,1,2,2,7,20,2,0,2,0,7500,8,2,2,2,2,2,0,0,1
14121,0,6,3,1,1,1,0,1,2,1,7,65,1,0,0,0,2500,0,0,0,0,1,0,0,0,1
14125,45,6,3,2,1,2,0,1,2,2,6,47,1,0,2,0,22500,7,0,2,4,1,0,1,1,1
14127,43,6,3,3,1,3,0,1,2,2,6,51,1,1,2,1,72500,14,0,0,4,3,4,6,0,1
14154,22,6,3,2,2,3,0,1,4,2,4,37,1,1,2,1,32500,4,0,0,2,2,2,0,0,1
14165,0,6,3,1,3,2,0,1,94,2,1,71,1,0,0,0,31005,0,0,0,0,0,0,0,0,0
14174,38,6,3,2,3,4,0,1,94,2,1,43,1,0,1,2,31005,4,0,2,2,2,0,0,1,0
14176,49,6,3,1,3,1,0,1,94,1,2,67,1,0,0,0,17500,6,0,2,0,1,2,2,1,0
14177,363,6,3,2,3,4,0,1,94,2,1,31,2,0,1,2,31005,16,4,0,1,3,9,2,1,0
14183,109,6,3,2,3,3,1,1,94,2,2,30,1,0,2,0,12500,13,0,3,3,2,3,4,1,0
14184,0,6,3,0,3,1,0,1,94,1,1,75,1,0,0,0,7500,0,0,0,0,0,0,0,1,0
14192,0,6,3,2,3,2,0,1,94,2,1,25,2,1,2,0,32500,0,0,0,0,2,0,0,0,0
14199,82,6,3,3,3,5,1,1,94,3,1,64,1,1,2,1,27500,6,0,0,2,2,4,0,1,0
14225,0,2,1,1,3,3,1,1,94,2,1,30,3,0,1,0,7500,0,0,0,0,1,0,0,1,0
14228,0,2,1,2,3,2,0,1,94,1,4,33,2,0,2,1,40565,7,4,0,2,1,0,1,0,0
14236,146,2,1,1,2,3,0,1,2,1,2,35,2,1,1,2,32500,11,0,0,1,1,5,5,0,0
14282,4,3,2,1,1,3,1,1,2,2,9,28,3,0,1,0,35571,4,0,2,2,1,0,0,0,1
14292,115,3,2,2,2,4,0,1,2,2,7,36,2,0,1,2,42500,27,11,0,2,2,3,11,0,1
14318,10,3,2,2,3,2,0,1,94,2,1,62,1,1,2,0,2500,3,0,1,0,2,1,1,1,0
14319,0,3,2,0,3,1,0,1,94,1,1,77,1,0,0,0,7500,0,0,0,0,0,0,0,1,0
14320,48,3,2,2,1,2,0,1,1,2,6,18,1,0,0,0,2500,10,0,2,0,1,6,2,0,1
14352,14,2,1,0,1,1,0,2,2,1,8,73,1,0,1,0,7500,3,0,0,2,0,0,1,0,1
14369,0,2,1,0,1,2,0,1,5,2,3,31,1,0,0,0,40565,0,0,0,0,0,0,0,0,1
14393,20,2,1,1,1,3,1,1,5,2,4,25,1,1,1,0,32500,4,0,2,2,2,0,0,0,1
14395,50,2,1,2,2,3,0,1,5,2,3,33,1,1,1,1,37500,2,0,0,2,1,0,0,0,0
14417,2,2,1,0,2,4,0,1,5,3,4,70,1,0,0,1,40565,4,0,0,0,2,4,0,1,1
14420,103,2,1,1,1,3,0,2,5,2,4,40,1,0,1,1,37500,7,0,0,0,3,4,3,0,1
14423,0,2,1,1,2,2,0,2,5,2,3,61,2,1,0,0,40565,0,0,0,0,2,0,0,1,0
14427,110,2,1,1,2,3,0,1,5,2,3,46,1,1,1,1,40565,2,0,0,2,1,0,0,0,0
14436,55,2,1,2,2,4,1,1,5,2,6,36,2,1,1,1,40565,10,2,1,0,2,5,2,1,1
14448,147,2,1,1,2,1,0,1,5,1,8,37,3,1,1,0,57500,5,0,0,2,1,0,3,0,1
14455,210,2,1,2,1,2,0,1,5,2,8,57,2,0,2,0,52500,6,2,0,4,3,0,0,1,1
14469,9,2,1,2,2,3,0,2,5,3,8,57,2,1,1,0,100000,7,0,0,2,3,4,1,0,1
14472,100,2,1,2,2,5,0,1,2,2,5,39,2,1,2,3,67500,20,0,1,3,2,5,11,0,1
14486,0,2,1,2,1,2,0,1,5,2,12,27,1,1,1,0,27500,0,0,0,0,2,0,0,0,1
14488,2,2,1,0,2,2,0,1,5,2,9,66,1,0,0,0,17500,2,0,2,0,1,0,0,0,1
14499,103,4,2,4,3,4,0,1,94,2,2,39,2,0,3,2,52500,13,0,0,4,4,6,3,1,0
14540,40,4,2,2,2,2,0,1,4,2,3,51,1,0,2,0,42500,4,0,2,2,2,0,0,0,0
14543,66,4,2,1,2,2,0,1,4,2,2,32,1,1,1,0,52500,6,0,0,1,2,3,2,0,0
14553,149,4,2,2,2,3,1,1,4,2,3,34,2,0,2,0,32665,9,2,2,4,2,0,1,0,0
14557,24,4,2,1,2,1,0,1,4,1,7,77,1,0,0,0,7500,4,0,2,0,0,0,2,0,1
14566,4,4,2,1,2,1,0,1,4,1,8,52,2,0,1,0,22500,2,0,0,2,1,0,0,0,1
14575,4,4,2,0,3,1,0,1,94,1,1,37,1,1,1,0,17500,4,0,2,0,0,2,0,1,0
14581,190,4,2,2,3,2,0,1,94,2,1,42,1,1,1,0,32500,4,0,2,0,1,0,2,1,0
14582,29,4,2,2,3,2,0,1,94,2,1,25,2,0,2,0,32665,12,0,0,3,1,1,8,1,0
14595,35,4,2,2,2,2,0,1,4,2,7,54,3,0,2,0,47500,5,0,0,3,2,1,1,0,1
14599,112,4,2,3,2,3,0,1,4,3,7,55,1,1,3,0,57500,13,2,0,4,2,4,3,0,1
14601,69,4,2,2,2,4,0,1,4,2,7,47,2,1,2,2,72500,11,0,2,4,2,5,0,0,1
14602,76,4,2,2,2,2,0,3,4,2,7,27,3,0,1,0,32500,10,2,2,0,2,2,4,0,1
14606,15,4,2,2,1,3,0,1,4,2,8,27,3,1,2,1,12500,12,0,1,2,2,5,4,0,1
14611,20,4,2,3,2,3,0,1,4,2,1,48,1,1,3,1,62500,6,0,0,2,3,2,2,1,0
14615,68,4,2,2,1,4,2,1,4,2,9,42,3,0,2,0,72500,10,0,0,3,2,5,2,0,1
14629,2,4,2,2,2,2,0,1,4,2,7,66,1,1,0,0,17500,2,0,2,0,1,0,0,0,1
14664,35,4,2,2,1,3,0,1,4,3,7,54,1,0,3,0,42500,12,0,0,4,2,6,2,0,1
14673,24,4,2,2,1,3,0,1,4,2,10,46,2,1,1,1,100000,7,0,2,2,2,2,1,0,1
14683,61,4,2,2,2,2,0,1,4,2,8,40,2,0,1,0,32500,9,0,4,2,1,0,3,0,1
14697,12,4,2,2,1,2,0,1,4,1,6,49,2,0,1,1,32500,4,0,2,0,1,2,0,0,1
14709,22,3,2,0,1,1,0,2,4,1,10,65,1,0,0,0,32500,3,2,0,0,0,0,1,0,1
14728,68,3,2,2,1,2,0,1,4,2,6,52,1,1,1,0,35571,5,0,0,2,2,3,0,0,1
14729,38,3,2,1,1,4,1,1,4,2,9,28,1,0,0,1,27500,10,0,1,0,1,7,2,0,1
14753,198,3,2,2,2,3,0,1,2,2,2,39,1,1,2,1,32500,17,1,0,4,2,5,7,1,0
14759,84,3,2,2,3,4,1,1,94,2,2,31,1,0,1,1,32500,22,0,4,2,3,8,8,1,0
14761,28,3,2,2,2,3,0,1,1,3,3,30,1,0,1,0,7500,5,0,1,2,1,1,1,0,0
14764,101,3,2,3,2,3,0,1,1,3,3,54,1,0,3,0,42500,11,0,2,8,3,0,1,1,0
14774,28,3,2,1,1,3,0,1,4,3,8,53,1,0,1,0,47500,7,3,0,2,2,1,1,0,1
14789,37,3,2,1,2,2,0,1,4,1,6,41,2,0,1,1,42500,9,1,0,2,1,4,2,0,1
14807,2,3,2,1,2,1,0,1,2,1,3,46,1,0,0,0,2500,2,0,0,0,1,2,0,1,0
14816,0,3,2,2,2,2,0,1,1,2,8,67,1,1,1,0,17500,0,0,0,0,3,0,0,1,1
14825,77,3,2,2,1,2,0,1,4,2,4,41,2,1,2,0,100000,10,1,3,4,2,0,2,0,1
14864,48,3,2,4,2,4,0,1,4,4,6,49,2,0,3,0,35571,6,0,2,1,4,1,2,1,1
14885,0,3,2,1,3,2,0,1,94,2,2,82,1,0,0,0,17500,0,0,0,0,1,0,0,0,0
14892,123,3,2,2,3,4,0,1,94,2,2,47,3,1,1,2,32500,22,2,0,1,4,11,8,1,0
14893,56,6,3,1,1,1,0,1,3,1,8,35,2,1,1,0,17500,7,2,0,0,1,4,1,0,1
14898,0,6,3,2,1,2,0,1,2,2,6,55,1,0,1,0,31005,0,0,0,0,2,0,0,1,1
14909,11,6,3,2,1,2,0,1,3,2,10,72,2,0,1,0,12500,3,0,2,0,1,0,1,0,1
14917,28,6,3,2,2,2,0,1,2,2,3,71,1,1,0,0,22500,9,0,1,0,2,1,7,1,0
14952,128,6,3,2,1,2,0,1,3,2,5,61,1,1,0,0,27500,7,1,0,0,2,4,2,0,1
14968,26,6,3,1,1,5,2,1,3,2,10,36,2,0,1,1,47500,9,0,0,1,3,3,5,0,1
14971,0,6,3,1,2,1,0,1,3,1,1,59,1,0,0,0,2500,2,0,0,0,1,2,0,1,0
14972,54,6,3,2,2,2,0,1,3,2,2,57,1,1,1,0,31005,6,0,2,2,2,2,0,1,0
14982,130,6,3,3,2,4,0,1,3,2,2,54,2,1,2,2,67500,10,0,0,2,3,6,2,1,0
14986,186,6,3,3,2,4,0,1,3,2,1,40,1,1,2,2,32500,26,3,3,2,3,12,6,1,0
14993,14,6,3,2,2,2,0,1,3,2,3,58,1,0,1,0,31005,2,0,0,2,1,0,0,1,0
15021,0,6,3,2,1,2,0,1,3,2,4,82,2,1,0,0,31005,0,0,0,0,1,0,0,1,1
15029,20,6,3,1,2,1,0,1,3,1,3,41,3,1,1,0,31005,10,0,0,2,2,0,8,0,0
15032,0,6,3,2,2,2,0,1,2,2,2,65,1,1,0,0,7500,3,0,0,0,2,2,1,1,0
15054,39,6,3,1,2,1,0,1,2,1,7,62,1,0,0,0,27500,7,2,0,0,1,4,1,1,1
15057,134,6,3,2,2,5,0,1,3,2,2,30,1,1,2,3,31005,10,0,0,4,3,6,0,0,0
15071,42,6,3,2,1,6,2,1,3,2,6,37,2,1,1,2,52500,4,0,0,2,1,0,2,1,1
15079,71,6,3,3,3,3,0,1,94,2,1,43,1,0,2,1,32500,18,4,0,6,2,4,4,1,0
15085,7,6,3,1,3,1,0,1,94,1,1,71,1,0,0,0,31005,3,0,1,0,1,1,1,0,0
15092,4,6,3,2,3,2,0,1,94,2,1,41,2,1,2,0,67500,6,2,0,2,3,2,0,1,0
15096,180,6,3,2,2,4,0,1,3,2,2,30,1,0,1,2,31005,6,0,0,0,3,6,0,1,0
15121,165,6,3,3,3,4,0,1,94,2,1,40,1,1,3,2,31005,21,0,0,3,2,12,6,1,0
15133,6,6,3,1,1,1,0,1,3,1,6,62,2,1,0,0,7500,8,0,4,0,1,4,0,0,1
15161,100,6,3,2,2,2,0,1,3,2,4,32,1,1,2,0,37500,4,0,0,4,2,0,0,1,1
15176,28,6,3,2,1,4,0,1,3,3,5,51,1,1,2,1,31005,5,1,0,2,4,2,0,1,1
15181,75,6,3,2,3,5,1,1,94,2,1,28,1,1,2,2,31005,20,0,0,3,1,15,2,0,0
15182,0,6,3,1,1,1,0,1,2,1,3,82,2,0,0,0,22500,2,0,0,0,1,2,0,0,1
15191,204,6,3,3,2,4,0,1,3,2,2,39,1,1,3,2,22500,16,2,0,3,3,6,5,1,0
15216,8,3,2,1,2,2,0,1,1,2,2,56,1,1,0,0,35571,2,0,2,0,2,0,0,1,0
15225,28,3,2,1,1,2,1,2,1,1,6,27,2,0,1,0,7500,9,0,2,2,1,0,5,0,1
15246,88,3,2,2,1,3,0,2,3,2,5,39,1,1,2,1,17500,26,4,0,3,2,11,8,0,1
15252,159,3,2,2,3,4,0,1,94,1,1,42,1,1,1,3,32500,16,0,0,2,2,12,2,1,0
15253,0,3,2,1,3,1,0,1,94,1,1,75,1,0,0,0,22500,0,0,0,0,1,0,0,1,0
15255,0,3,2,2,3,2,0,1,94,2,1,66,3,1,0,0,35571,0,0,0,0,1,0,0,1,0
15258,0,3,2,1,1,2,0,1,3,2,7,20,2,0,1,0,35571,0,0,0,0,1,0,0,0,1
15271,66,3,2,1,3,2,0,1,94,2,1,70,1,0,0,0,12500,6,0,4,0,1,0,2,1,0
15284,2,3,2,2,2,2,0,1,3,2,6,50,1,1,2,0,32500,2,0,0,0,2,2,0,1,1
15294,60,3,2,2,2,5,0,1,3,2,1,34,2,1,2,3,35571,7,0,0,2,3,5,0,0,0
15296,85,3,2,1,2,2,1,1,3,1,5,26,1,0,1,0,22500,10,0,1,1,1,2,6,1,1
15308,36,3,2,2,2,2,0,1,1,2,2,57,1,1,2,0,17500,8,4,0,4,1,0,0,1,0
15320,124,3,2,2,2,4,0,1,3,2,2,40,1,1,2,2,35571,15,0,2,4,3,8,1,1,0
15336,199,3,2,2,3,3,0,1,94,2,2,41,3,0,2,1,67500,18,0,0,4,3,4,10,0,0
15338,26,3,2,1,3,1,0,1,94,1,1,71,3,0,0,0,32500,4,0,2,0,1,2,0,1,0
15353,84,1,1,3,1,3,0,1,5,3,12,64,1,1,1,0,7500,10,0,0,0,2,4,6,0,1
15359,20,1,1,1,3,4,2,3,94,2,14,35,3,1,1,0,43371,2,0,0,2,1,0,0,0,0
15367,68,1,1,1,3,2,0,3,94,2,14,24,3,0,1,0,43371,3,0,0,2,1,0,1,0,0
15372,6,1,1,0,1,3,0,1,5,3,11,44,2,1,1,0,17500,2,0,1,1,1,0,0,0,1
15374,64,1,1,3,2,5,0,1,5,3,10,70,1,1,2,2,43371,25,4,6,4,3,7,4,0,1
15385,18,1,1,2,1,4,2,1,5,2,11,38,2,1,2,0,43371,4,0,0,2,1,0,2,0,1
15392,20,1,1,1,3,2,0,1,94,2,14,60,2,1,1,0,37500,2,0,0,2,2,0,0,0,0
15395,10,1,1,1,2,3,0,1,5,3,6,28,3,0,1,0,100000,2,0,0,1,3,0,1,0,1
15420,10,1,1,1,1,1,0,1,5,1,10,88,1,0,0,0,43371,4,1,0,0,1,1,2,0,1
15425,16,1,1,2,3,2,0,1,94,2,14,54,2,0,1,0,43371,6,0,0,2,2,2,2,0,0
15438,162,1,1,2,2,3,0,1,5,2,8,60,2,1,2,1,52500,5,0,0,2,2,2,1,0,1
15476,60,1,1,1,1,1,0,2,5,1,12,38,1,1,1,0,22500,2,0,0,0,1,2,0,0,1
15499,42,3,2,1,1,2,0,1,4,2,8,35,2,1,1,0,37500,4,2,0,0,2,0,2,0,1
15511,2,3,2,2,3,2,0,1,94,2,1,50,1,1,2,0,52500,5,0,0,2,1,2,1,1,0
15536,108,3,2,2,2,2,0,1,4,2,3,63,1,0,1,0,27500,6,0,0,0,2,6,0,1,0
15538,25,3,2,2,3,2,0,1,94,2,1,64,2,0,0,0,17500,5,1,0,0,2,4,0,1,0
15550,0,3,2,1,2,1,0,1,4,1,7,59,1,0,0,0,32500,0,0,0,0,1,0,0,0,1
15566,40,3,2,2,2,2,0,1,4,2,3,27,1,0,1,0,35571,3,0,0,2,1,0,1,0,0
15568,72,3,2,2,2,4,0,1,4,2,3,37,1,1,2,2,37500,3,0,0,3,2,0,0,0,0
15570,170,3,2,2,2,4,2,1,4,2,3,30,3,1,2,0,77500,21,0,1,4,2,9,7,0,0
15574,0,3,2,1,3,1,0,1,94,1,1,82,1,0,0,0,17500,0,0,0,0,1,0,0,1,0
15575,32,3,2,1,3,2,0,1,94,2,1,54,2,0,1,0,35571,4,0,0,2,3,0,2,1,0
15588,29,3,2,2,1,2,0,1,4,2,7,61,1,0,0,0,35571,4,0,2,0,2,2,0,0,1
15610,18,9,4,1,1,4,0,1,4,2,12,46,2,0,0,2,39593,10,0,4,0,2,6,0,0,1
15621,0,9,4,0,1,1,0,1,4,1,8,82,1,0,0,0,7500,0,0,0,0,0,0,0,0,1
15646,70,9,4,3,1,5,0,1,4,4,5,59,2,0,2,1,39593,4,0,0,4,4,0,0,0,1
15649,70,9,4,2,1,4,0,1,4,2,7,38,1,0,2,2,47500,29,7,2,5,2,7,8,0,1
15655,93,9,4,1,1,3,0,1,4,1,11,31,1,0,1,2,17500,16,0,0,0,1,14,2,0,1
15681,0,9,4,1,2,1,0,1,5,1,4,69,2,0,0,0,39593,0,0,0,0,1,0,0,1,1
15691,8,9,4,1,1,4,0,1,5,2,3,32,1,1,2,2,39593,6,0,2,0,2,4,0,1,1
15692,2,9,4,1,3,2,0,1,94,1,3,64,1,1,0,1,12500,9,0,2,0,1,6,1,0,0
15705,14,9,4,2,1,5,0,3,5,2,4,56,1,1,3,3,27500,6,0,0,4,2,2,0,0,1
15716,17,9,4,3,1,4,0,3,4,4,10,59,2,1,4,0,52500,3,0,2,1,2,0,0,0,1
15722,7,9,4,2,2,3,1,1,4,2,9,36,3,1,2,0,39593,4,0,0,2,2,2,0,0,1
15736,70,9,4,2,2,3,0,1,4,3,10,24,1,1,2,0,17500,11,2,0,4,2,0,5,0,1
15755,102,9,4,2,1,7,1,1,4,6,3,39,2,1,1,0,100000,9,0,0,2,8,2,5,0,1
15760,118,9,4,3,2,3,0,1,4,2,6,42,2,1,3,1,77500,10,1,0,3,3,4,2,0,1
15771,24,9,4,1,2,2,0,1,4,2,4,47,1,0,1,0,39593,5,0,0,0,2,2,3,0,1
15795,17,9,4,2,2,5,1,3,4,2,10,31,1,0,2,2,100000,15,0,2,4,2,2,7,0,1
15798,144,9,4,3,2,6,0,1,4,2,6,39,2,0,2,4,42500,15,0,0,4,3,8,3,0,1
15799,83,9,4,2,2,3,1,1,4,2,6,33,2,1,2,0,42500,20,0,0,1,2,11,8,0,1
15800,20,9,4,1,1,2,0,1,4,2,6,24,2,1,1,0,7500,2,0,0,2,2,0,0,0,1
15834,77,9,4,2,1,3,1,1,4,2,4,22,1,1,1,0,22500,12,0,0,2,2,2,8,0,1
15841,63,9,4,3,2,3,0,1,4,3,7,26,1,1,3,0,62500,18,1,1,4,2,6,6,0,1
15843,20,9,4,2,2,2,0,1,4,2,3,57,3,0,0,0,39593,6,0,0,0,2,2,4,0,0
15851,0,4,2,1,3,2,0,1,94,2,1,82,2,0,0,0,32665,0,0,0,0,1,0,0,1,0
15856,6,4,2,3,1,6,0,1,1,2,1,37,1,0,0,4,32665,7,0,0,2,3,2,3,0,1
15873,0,4,2,0,2,5,3,1,1,2,1,24,1,0,0,0,42500,0,0,0,0,1,0,0,1,0
15876,28,4,2,2,1,4,1,1,1,2,1,30,2,1,2,1,17500,15,0,0,4,1,5,6,0,1
15901,39,8,4,2,1,4,0,3,2,2,8,46,1,1,2,2,7500,3,0,0,3,4,0,0,0,1
15916,4,8,4,1,1,1,0,1,3,1,9,74,2,0,0,0,12500,4,0,0,0,1,4,0,0,1
15917,36,8,4,1,1,1,0,2,3,1,10,25,2,0,1,0,27500,3,0,1,0,1,1,1,0,1
15940,0,8,4,1,1,2,0,1,3,1,8,34,2,0,1,1,47500,0,0,0,0,2,0,0,1,1
15946,63,8,4,1,2,5,0,1,3,2,8,35,1,0,1,3,57500,16,0,0,0,2,7,9,1,1
15969,4,8,4,1,1,2,0,1,2,1,6,49,3,0,1,1,32500,3,0,0,2,1,0,1,0,1
15973,35,8,4,1,1,2,0,1,2,2,7,53,3,1,1,0,67500,7,0,0,2,2,4,1,0,1
15975,18,8,4,2,2,2,0,1,2,2,2,70,2,1,1,0,35789,6,0,0,2,3,4,0,1,0
15997,0,5,3,1,3,2,0,1,94,2,5,64,1,0,0,0,7500,0,0,0,0,1,0,0,1,0
16002,12,5,3,1,2,2,0,1,5,1,6,50,2,0,1,1,42500,2,0,0,2,2,0,0,0,1
16008,33,5,3,1,2,1,0,1,5,1,6,29,2,1,1,0,27500,13,2,1,3,1,0,7,1,1
16011,109,5,3,3,2,3,0,1,5,3,3,35,2,0,3,0,47500,9,0,4,4,2,0,1,0,0
16014,13,5,3,2,2,3,0,1,5,2,3,32,1,1,2,1,57500,7,0,1,1,1,2,3,1,0
16017,47,5,3,0,1,4,0,1,1,2,8,57,1,0,4,2,17500,16,2,0,5,0,2,7,0,1
16021,54,5,3,2,2,3,0,1,1,2,3,49,2,1,2,1,100000,8,0,2,0,3,6,0,0,0
16028,12,5,3,1,2,1,0,1,5,1,6,39,1,0,1,0,17500,4,0,0,2,1,2,0,1,1
16054,153,5,3,2,2,3,1,1,2,2,1,24,1,1,1,0,27500,7,0,1,2,2,1,3,1,0
16056,0,5,3,1,3,2,0,1,94,2,14,70,1,1,0,0,42500,0,0,0,0,1,0,0,1,0
16063,69,5,3,2,3,4,2,1,94,2,1,29,1,1,1,0,22500,6,0,2,2,2,2,0,1,0
16064,16,5,3,1,2,1,0,1,5,1,11,42,3,0,1,0,36153,5,2,0,2,1,0,1,0,1
16077,0,5,3,2,1,4,0,3,5,4,11,36,2,0,2,0,17500,0,0,0,0,0,0,0,0,1
16078,64,5,3,1,1,2,0,1,5,1,11,43,3,0,1,1,36153,8,0,2,0,1,2,4,0,1
16083,46,5,3,2,2,2,0,1,5,2,8,62,3,1,2,0,67500,11,0,1,5,2,2,3,0,1
16115,33,5,3,2,2,3,1,3,5,2,10,27,2,1,2,0,47500,7,0,0,1,1,3,3,0,1
16131,56,5,3,2,3,2,0,1,94,2,1,72,1,1,1,0,27500,8,4,4,0,2,0,0,1,0
16142,68,5,3,2,2,3,0,3,5,2,6,53,2,1,2,1,27500,4,0,0,4,2,0,0,0,1
16157,294,5,3,2,3,5,0,1,94,2,1,43,1,1,1,3,22500,12,0,8,2,2,0,2,1,0
16198,60,5,3,2,3,2,0,2,94,2,14,60,1,0,0,0,36153,4,0,0,0,1,4,0,1,0
16203,210,5,3,2,3,3,1,1,94,2,2,37,2,1,2,0,36153,12,0,0,1,2,3,8,1,0
16214,0,5,3,1,1,1,0,1,1,1,7,37,2,1,1,0,37500,0,0,0,0,1,0,0,0,1
16216,0,5,3,2,2,2,0,1,1,2,1,55,2,0,2,0,36153,0,0,0,0,1,0,0,1,0
16221,10,5,3,2,2,2,0,2,1,2,2,34,2,1,1,0,27500,1,0,0,1,3,0,0,1,0
16226,604,5,3,3,3,4,0,2,94,3,3,18,1,0,1,1,37500,7,0,0,0,2,6,1,1,0
16234,603,5,3,3,1,3,0,2,1,3,7,26,1,1,3,0,36153,7,0,0,2,3,1,4,0,1
16237,66,5,3,2,3,4,2,1,94,2,2,31,2,1,1,0,47500,18,2,2,0,2,4,10,1,0
16270,16,5,3,1,2,1,0,1,1,1,2,72,1,0,0,0,12500,2,0,0,0,1,2,0,1,0
16279,40,5,3,2,2,2,0,1,4,2,2,53,1,1,2,0,36153,2,0,0,2,2,0,0,1,0
16291,34,5,3,2,1,4,1,2,4,2,6,30,2,0,2,1,36153,4,0,0,2,2,2,0,0,1
16321,174,5,3,5,1,6,1,1,4,4,4,50,2,1,5,1,36153,18,0,2,9,5,5,2,1,1
16322,10,5,3,1,1,1,0,1,4,1,4,36,2,0,1,0,22500,3,0,0,2,1,0,1,0,1
16329,59,5,3,1,2,2,0,2,4,2,5,25,2,1,2,0,32500,14,0,1,6,1,1,6,0,1
16334,84,5,3,3,3,5,0,1,94,2,2,49,1,1,2,3,32500,12,0,0,0,4,10,2,1,0
16356,82,5,3,2,3,2,0,1,94,2,1,63,1,1,2,0,27500,4,0,0,4,2,0,0,1,0
16361,6,5,3,2,3,2,0,1,94,2,2,68,1,1,0,0,12500,5,0,0,0,1,2,3,1,0
16366,115,5,3,5,2,5,0,1,4,4,3,48,1,1,5,1,62500,7,0,0,2,6,0,5,0,0
16370,168,5,3,2,3,4,2,1,94,2,3,28,1,1,1,0,12500,13,0,0,2,2,6,5,1,0
16377,107,5,3,3,3,3,0,1,94,2,2,59,1,0,1,1,36153,5,0,0,2,4,2,1,1,0
16381,39,5,3,2,2,4,1,1,4,2,2,25,1,0,1,1,36153,15,0,0,2,3,6,7,1,0
16388,35,5,3,2,2,2,0,1,4,2,4,57,1,0,2,0,52500,12,0,1,2,2,3,6,1,1
16413,140,5,3,2,3,2,0,1,94,2,2,41,1,1,2,0,32500,4,0,0,4,2,0,0,1,0
16416,145,5,3,3,1,6,1,1,4,3,3,60,2,1,4,2,32500,13,1,0,4,5,3,5,1,1
16432,2,9,4,1,3,4,1,1,94,2,1,31,2,1,1,1,42500,2,0,0,2,2,0,0,1,0
16464,40,9,4,2,1,2,0,1,5,2,4,26,2,1,2,0,17500,4,0,0,2,3,2,0,0,1
16469,7,9,4,1,1,1,0,2,5,1,6,65,2,0,0,0,7500,3,0,0,0,1,2,1,1,1
16537,0,3,2,1,1,2,0,2,5,2,9,65,1,0,0,0,17500,0,0,0,0,2,0,0,0,1
